CustomerID,Name,Age,Email,Phone,Country,Salary,IssueFlag
CUST396,John,Twenty,sara712@company.com,INVALID_PHONE,USA,-1000,NO
CUST397,,Twenty,alice109@yahoo.com,INVALID_PHONE,USA,-1000,NO
CUST398,Alice,Twenty,david217@yahoo.com,123,India,50000,NO
CUST399,David,200,mike533@company.com,9876543210,UnknownCountry,70000,NO
CUST400,Alice,-10,emma851@yahoo.com,9876543210,,70000,YES
CUST401,David,200,alice99@gmail.com,9876543210,,70000,NO
CUST402,,Twenty,sara291@yahoo.com,9876543210,USA,70000,NO
CUST403,David,200,david487@gmail.com,9876543210,USA,50000,NO
CUST404,John,200,mike72@company.com,9876543210,USA,50000,NO
CUST405,John,200,john713@gmail.com,9876543210,UnknownCountry,999999999,NO
CUST406,Alice,Twenty,mike55@yahoo.com,9876543210,India,70000,NO
CUST407,David,35,mike142@company.com,123,,-1000,NO
CUST408,John,Twenty,david315@gmail.com,123,India,-1000,NO
CUST409,,35,sara650@company.com,123,,50000,NO
CUST410,,200,david89@yahoo.com,9876543210,,-1000,NO
CUST411,,200,david389@gmail.com,INVALID_PHONE,,-1000,NO
CUST412,David,25,mike496@yahoo.com,123,,-1000,NO
CUST413,Alice,25,emma232@yahoo.com,123,UnknownCountry,70000,NO
CUST414,John,Twenty,mike907@yahoo.com,9876543210,USA,50000,NO
CUST415,John,200,alice937@yahoo.com,INVALID_PHONE,USA,70000,NO
CUST416,John,35,mike804@gmail.com,9876543210,UnknownCountry,70000,NO
CUST417,,35,sara115@company.com,INVALID_PHONE,USA,70000,NO
CUST418,David,35,emma497@company.com,123,,70000,NO
CUST419,John,25,sara916@gmail.com,INVALID_PHONE,India,999999999,NO
CUST420,David,25,invalidmail,123,USA,70000,NO
CUST421,John,25,david957@company.com,INVALID_PHONE,India,-1000,NO
CUST422,Alice,25,john939@yahoo.com,123,India,70000,NO
CUST423,David,200,david657@gmail.com,123,USA,50000,NO
CUST424,David,25,emma389@gmail.com,9876543210,,50000,NO
CUST425,,Twenty,alice532@company.com,123,UnknownCountry,-1000,NO
CUST426,John,-10,emma684@gmail.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST427,David,-10,sara166@yahoo.com,123,USA,70000,NO
CUST428,,200,john358@yahoo.com,9876543210,USA,999999999,NO
CUST429,David,35,mike819@gmail.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST430,John,-10,sara47@gmail.com,9876543210,USA,50000,NO
CUST431,David,Twenty,emma30@yahoo.com,123,USA,-1000,NO
CUST432,,-10,alice609@yahoo.com,9876543210,India,-1000,NO
CUST433,David,25,david643@company.com,9876543210,UnknownCountry,70000,NO
CUST434,John,200,mike926@company.com,9876543210,,-1000,NO
CUST435,,-10,john666@company.com,INVALID_PHONE,India,50000,NO
CUST436,,35,sara896@yahoo.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST437,John,25,sara662@yahoo.com,123,USA,-1000,NO
CUST438,David,25,sara448@company.com,INVALID_PHONE,,50000,NO
CUST439,Alice,200,alice745@yahoo.com,9876543210,UnknownCountry,999999999,NO
CUST440,,200,sara695@gmail.com,INVALID_PHONE,India,50000,YES
CUST441,Alice,200,emma103@yahoo.com,9876543210,,50000,NO
CUST442,David,Twenty,mike240@company.com,INVALID_PHONE,,70000,NO
CUST443,Alice,Twenty,emma406@yahoo.com,123,India,70000,NO
CUST444,,200,alice674@yahoo.com,123,USA,999999999,NO
CUST445,Alice,25,david595@gmail.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST446,Alice,35,emma479@gmail.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST447,John,-10,david215@company.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST448,,-10,emma661@gmail.com,123,India,70000,NO
CUST449,Alice,200,emma718@gmail.com,9876543210,,999999999,NO
CUST450,Alice,-10,mike419@yahoo.com,123,,50000,NO
CUST451,Alice,Twenty,mike505@company.com,9876543210,UnknownCountry,999999999,NO
CUST452,David,25,emma598@company.com,9876543210,USA,70000,NO
CUST453,David,35,mike255@company.com,123,,999999999,NO
CUST454,,35,mike17@yahoo.com,INVALID_PHONE,USA,-1000,NO
CUST455,John,35,sara268@gmail.com,9876543210,India,999999999,NO
CUST456,,25,mike334@gmail.com,INVALID_PHONE,USA,70000,NO
CUST457,Alice,Twenty,mike909@company.com,123,,999999999,NO
CUST458,John,Twenty,emma227@gmail.com,INVALID_PHONE,USA,70000,NO
CUST459,David,25,alice509@gmail.com,9876543210,India,70000,NO
CUST460,Alice,-10,alice911@yahoo.com,9876543210,,50000,NO
CUST461,,Twenty,mike214@gmail.com,INVALID_PHONE,India,50000,NO
CUST462,Alice,-10,mike847@company.com,123,UnknownCountry,70000,NO
CUST463,,Twenty,mike317@company.com,123,,-1000,NO
CUST464,Alice,Twenty,mike906@company.com,INVALID_PHONE,USA,999999999,NO
CUST465,Alice,25,john386@gmail.com,123,India,999999999,NO
CUST466,Alice,-10,john776@yahoo.com,123,UnknownCountry,50000,NO
CUST467,Alice,-10,emma248@company.com,123,UnknownCountry,50000,NO
CUST468,,200,mike847@yahoo.com,INVALID_PHONE,USA,70000,NO
CUST469,Alice,-10,john175@company.com,INVALID_PHONE,USA,999999999,NO
CUST470,,25,sara236@gmail.com,9876543210,UnknownCountry,50000,NO
CUST471,David,Twenty,sara731@company.com,9876543210,India,-1000,NO
CUST472,David,25,david82@company.com,9876543210,India,999999999,NO
CUST473,,35,mike6@yahoo.com,123,USA,-1000,NO
CUST474,Alice,200,alice168@company.com,INVALID_PHONE,USA,999999999,NO
CUST475,,200,john125@yahoo.com,INVALID_PHONE,India,50000,NO
CUST476,John,Twenty,john637@company.com,123,USA,70000,NO
CUST477,John,200,alice169@gmail.com,9876543210,USA,999999999,NO
CUST478,Alice,25,sara25@yahoo.com,9876543210,India,999999999,NO
CUST479,,-10,john740@gmail.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST100,,200,missingdomain@,123,India,-1000,YES
CUST481,John,Twenty,alice716@gmail.com,123,,70000,NO
CUST482,David,35,mike364@gmail.com,9876543210,USA,999999999,NO
CUST483,David,25,emma383@gmail.com,123,India,-1000,NO
CUST484,Alice,25,sara988@company.com,INVALID_PHONE,India,70000,NO
CUST485,,200,john863@gmail.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST486,,-10,emma474@company.com,9876543210,,50000,NO
CUST487,David,-10,alice809@company.com,INVALID_PHONE,India,70000,NO
CUST488,,Twenty,emma232@gmail.com,123,USA,999999999,NO
CUST489,,200,mike64@company.com,9876543210,USA,50000,NO
CUST490,,Twenty,david540@company.com,9876543210,USA,70000,NO
CUST491,David,Twenty,sara327@company.com,9876543210,USA,999999999,NO
CUST492,John,-10,alice419@yahoo.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST493,,25,mike641@gmail.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST494,Alice,25,david665@gmail.com,INVALID_PHONE,India,999999999,NO
CUST495,David,25,alice665@yahoo.com,9876543210,India,999999999,NO
CUST496,Alice,200,mike441@gmail.com,123,USA,70000,NO
CUST497,David,200,alice619@company.com,9876543210,India,999999999,NO
CUST498,Alice,Twenty,david873@yahoo.com,9876543210,,70000,NO
CUST499,David,200,david487@yahoo.com,9876543210,UnknownCountry,50000,NO
CUST500,David,25,david656@gmail.com,9876543210,UnknownCountry,-1000,NO
CUST501,David,-10,emma597@gmail.com,9876543210,UnknownCountry,999999999,NO
CUST502,John,35,alice682@company.com,9876543210,USA,50000,NO
CUST503,David,200,emma526@company.com,9876543210,UnknownCountry,999999999,NO
CUST504,Alice,35,john873@yahoo.com,INVALID_PHONE,India,50000,NO
CUST505,Alice,-10,alice719@gmail.com,123,UnknownCountry,50000,NO
CUST506,Alice,-10,david308@gmail.com,INVALID_PHONE,USA,70000,NO
CUST507,,Twenty,mike494@gmail.com,INVALID_PHONE,,-1000,NO
CUST508,David,35,sara524@gmail.com,INVALID_PHONE,,50000,NO
CUST509,Alice,35,john916@gmail.com,INVALID_PHONE,,999999999,NO
CUST510,John,-10,mike240@yahoo.com,INVALID_PHONE,,70000,NO
CUST511,John,25,emma391@company.com,123,,999999999,NO
CUST512,,200,mike636@company.com,123,USA,-1000,NO
CUST513,,-10,david167@company.com,9876543210,USA,50000,NO
CUST514,Alice,35,alice472@yahoo.com,INVALID_PHONE,USA,999999999,NO
CUST515,David,-10,david679@company.com,9876543210,UnknownCountry,999999999,NO
CUST516,David,200,emma572@company.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST517,John,-10,emma433@gmail.com,9876543210,USA,50000,NO
CUST518,Alice,200,sara904@yahoo.com,INVALID_PHONE,India,70000,NO
CUST519,David,-10,sara346@gmail.com,123,USA,-1000,NO
CUST520,Alice,-10,john192@gmail.com,9876543210,India,999999999,YES
CUST521,David,-10,emma675@company.com,123,USA,999999999,NO
CUST522,David,35,sara242@yahoo.com,INVALID_PHONE,India,999999999,NO
CUST523,Alice,-10,sara584@yahoo.com,9876543210,India,-1000,NO
CUST524,David,200,david623@gmail.com,123,UnknownCountry,70000,NO
CUST525,,35,emma455@company.com,9876543210,USA,-1000,NO
CUST526,David,200,john63@company.com,123,USA,50000,NO
CUST527,David,35,david569@gmail.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST528,Alice,-10,sara741@yahoo.com,9876543210,India,70000,NO
CUST529,,200,sara90@gmail.com,123,,50000,NO
CUST530,John,35,mike352@yahoo.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST531,John,-10,john591@gmail.com,123,UnknownCountry,70000,NO
CUST532,,Twenty,emma498@company.com,123,India,999999999,NO
CUST533,Alice,-10,john862@gmail.com,INVALID_PHONE,,70000,NO
CUST534,,200,sara530@gmail.com,INVALID_PHONE,USA,70000,NO
CUST535,John,Twenty,mike582@yahoo.com,9876543210,India,70000,NO
CUST536,John,-10,emma229@company.com,123,India,-1000,NO
CUST537,,-10,sara30@company.com,9876543210,,70000,NO
CUST538,,Twenty,sara121@company.com,INVALID_PHONE,USA,50000,NO
CUST539,Alice,25,sara899@gmail.com,9876543210,USA,70000,NO
CUST540,David,Twenty,missingdomain@,123,UnknownCountry,50000,NO
CUST541,,35,mike749@yahoo.com,123,USA,999999999,NO
CUST542,,35,alice460@gmail.com,123,,50000,NO
CUST543,John,Twenty,sara144@gmail.com,INVALID_PHONE,India,50000,NO
CUST544,,25,alice197@company.com,INVALID_PHONE,USA,-1000,NO
CUST545,John,35,mike695@company.com,9876543210,India,999999999,NO
CUST546,Alice,25,john527@gmail.com,123,USA,70000,NO
CUST547,,25,alice706@yahoo.com,123,India,50000,NO
CUST548,Alice,-10,john969@yahoo.com,9876543210,India,50000,NO
CUST549,,-10,sara436@company.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST550,,200,david323@company.com,123,UnknownCountry,50000,NO
CUST551,Alice,-10,david488@yahoo.com,123,UnknownCountry,999999999,NO
CUST552,Alice,-10,mike261@yahoo.com,123,UnknownCountry,50000,NO
CUST553,,200,mike438@yahoo.com,123,India,50000,NO
CUST554,Alice,200,david748@company.com,INVALID_PHONE,,-1000,NO
CUST555,Alice,Twenty,john399@gmail.com,123,UnknownCountry,-1000,NO
CUST556,David,-10,emma590@company.com,9876543210,USA,-1000,NO
CUST557,Alice,35,sara676@yahoo.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST558,,-10,mike542@gmail.com,9876543210,India,50000,NO
CUST559,,200,david737@company.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST560,,-10,alice625@yahoo.com,123,USA,-1000,YES
CUST561,John,25,alice987@company.com,123,India,999999999,NO
CUST562,Alice,-10,emma114@yahoo.com,123,,999999999,NO
CUST563,David,25,mike409@yahoo.com,123,UnknownCountry,50000,NO
CUST564,John,35,sara33@gmail.com,123,UnknownCountry,-1000,NO
CUST565,John,Twenty,david484@company.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST566,David,35,alice650@gmail.com,123,,50000,NO
CUST567,Alice,25,david232@gmail.com,INVALID_PHONE,USA,-1000,NO
CUST568,David,35,alice114@company.com,123,UnknownCountry,70000,NO
CUST569,Alice,200,alice886@yahoo.com,INVALID_PHONE,,999999999,NO
CUST570,,200,alice672@company.com,9876543210,USA,70000,NO
CUST571,David,35,alice204@company.com,123,USA,999999999,NO
CUST572,David,35,mike668@company.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST573,David,Twenty,sara84@yahoo.com,123,,70000,NO
CUST574,Alice,25,sara542@company.com,9876543210,,50000,NO
CUST575,Alice,Twenty,sara639@gmail.com,123,UnknownCountry,999999999,NO
CUST576,,200,emma501@yahoo.com,123,India,70000,NO
CUST577,John,-10,mike850@company.com,9876543210,USA,70000,NO
CUST578,John,25,emma904@company.com,INVALID_PHONE,USA,-1000,NO
CUST579,,Twenty,david101@yahoo.com,9876543210,UnknownCountry,-1000,NO
CUST580,,25,sara942@company.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST581,,25,mike658@company.com,INVALID_PHONE,India,50000,NO
CUST582,,200,emma193@gmail.com,123,,50000,NO
CUST583,Alice,Twenty,john370@gmail.com,123,USA,-1000,NO
CUST584,,25,emma576@gmail.com,9876543210,UnknownCountry,-1000,NO
CUST585,Alice,Twenty,alice331@gmail.com,9876543210,,50000,NO
CUST586,David,-10,sara11@yahoo.com,123,,999999999,NO
CUST587,,25,emma853@yahoo.com,9876543210,India,-1000,NO
CUST588,David,-10,emma183@company.com,9876543210,,999999999,NO
CUST589,John,200,john575@gmail.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST590,Alice,-10,alice521@company.com,9876543210,USA,70000,NO
CUST591,David,200,mike106@yahoo.com,9876543210,,999999999,NO
CUST592,David,Twenty,david591@yahoo.com,9876543210,USA,-1000,NO
CUST593,,25,john157@company.com,9876543210,USA,70000,NO
CUST594,David,-10,emma899@company.com,INVALID_PHONE,,999999999,NO
CUST595,,Twenty,david293@company.com,INVALID_PHONE,India,70000,NO
CUST596,,25,mike664@yahoo.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST597,David,Twenty,john97@company.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST598,,25,mike723@gmail.com,123,UnknownCountry,999999999,NO
CUST599,John,25,mike316@company.com,9876543210,USA,50000,NO
CUST100,John,Twenty,test@@gmail.com,INVALID_PHONE,,-1000,YES
CUST601,Alice,Twenty,emma7@company.com,9876543210,USA,-1000,NO
CUST602,John,-10,david279@company.com,9876543210,India,50000,NO
CUST603,David,200,david157@company.com,9876543210,USA,70000,NO
CUST604,John,-10,john521@yahoo.com,123,India,50000,NO
CUST605,,-10,sara273@gmail.com,123,UnknownCountry,70000,NO
CUST606,David,-10,david310@gmail.com,123,India,999999999,NO
CUST607,John,35,john616@company.com,INVALID_PHONE,USA,999999999,NO
CUST608,,200,sara276@gmail.com,9876543210,,70000,NO
CUST609,Alice,200,john400@yahoo.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST610,David,Twenty,david265@company.com,123,UnknownCountry,-1000,NO
CUST611,Alice,Twenty,david969@gmail.com,123,India,-1000,NO
CUST612,John,35,mike76@gmail.com,123,,50000,NO
CUST613,Alice,-10,john907@yahoo.com,123,USA,-1000,NO
CUST614,David,Twenty,john331@yahoo.com,123,,-1000,NO
CUST615,David,-10,john577@yahoo.com,123,India,999999999,NO
CUST616,David,Twenty,alice603@gmail.com,123,,70000,NO
CUST617,John,200,david260@gmail.com,123,,50000,NO
CUST618,John,35,alice484@gmail.com,9876543210,India,-1000,NO
CUST619,John,25,david309@gmail.com,123,USA,70000,NO
CUST620,John,-10,alice191@company.com,9876543210,UnknownCountry,-1000,NO
CUST621,David,-10,mike194@yahoo.com,123,UnknownCountry,-1000,NO
CUST622,David,-10,mike510@yahoo.com,9876543210,India,-1000,NO
CUST623,,35,john632@yahoo.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST624,David,25,mike438@gmail.com,9876543210,USA,999999999,NO
CUST625,John,25,emma157@company.com,123,UnknownCountry,999999999,NO
CUST626,John,200,alice651@company.com,INVALID_PHONE,,-1000,NO
CUST627,Alice,200,david583@gmail.com,9876543210,,70000,NO
CUST628,David,-10,sara205@company.com,INVALID_PHONE,USA,999999999,NO
CUST629,,35,david928@gmail.com,9876543210,,70000,NO
CUST630,,Twenty,mike930@yahoo.com,123,USA,999999999,NO
CUST631,,Twenty,john663@gmail.com,123,,50000,NO
CUST632,,Twenty,john157@company.com,123,UnknownCountry,70000,NO
CUST633,John,-10,mike525@company.com,9876543210,,50000,NO
CUST634,,200,alice556@yahoo.com,INVALID_PHONE,USA,999999999,NO
CUST635,,35,emma114@gmail.com,9876543210,UnknownCountry,70000,NO
CUST636,,35,john215@company.com,INVALID_PHONE,,70000,NO
CUST637,,Twenty,david520@company.com,123,UnknownCountry,70000,NO
CUST638,David,Twenty,mike644@company.com,9876543210,,-1000,NO
CUST639,David,Twenty,emma33@gmail.com,123,,-1000,NO
CUST640,David,Twenty,mike244@yahoo.com,INVALID_PHONE,UnknownCountry,999999999,YES
CUST641,Alice,-10,mike794@gmail.com,123,UnknownCountry,-1000,NO
CUST642,Alice,Twenty,mike969@gmail.com,INVALID_PHONE,USA,-1000,NO
CUST643,John,25,alice153@company.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST644,,25,sara128@company.com,9876543210,UnknownCountry,50000,NO
CUST645,David,35,sara371@gmail.com,9876543210,USA,999999999,NO
CUST646,David,-10,john602@yahoo.com,123,,-1000,NO
CUST647,David,-10,emma131@gmail.com,123,,999999999,NO
CUST648,John,25,mike767@yahoo.com,123,USA,70000,NO
CUST649,David,25,emma785@yahoo.com,INVALID_PHONE,,-1000,NO
CUST650,David,200,sara703@company.com,9876543210,UnknownCountry,70000,NO
CUST651,David,35,john752@company.com,9876543210,India,50000,NO
CUST652,,-10,john411@yahoo.com,123,USA,70000,NO
CUST653,,Twenty,alice812@yahoo.com,INVALID_PHONE,India,70000,NO
CUST654,,35,mike806@company.com,9876543210,UnknownCountry,999999999,NO
CUST655,Alice,25,mike704@company.com,123,,70000,NO
CUST656,,35,alice587@yahoo.com,INVALID_PHONE,India,50000,NO
CUST657,Alice,-10,emma384@company.com,123,USA,999999999,NO
CUST658,David,Twenty,sara890@gmail.com,9876543210,India,999999999,NO
CUST659,John,25,sara72@company.com,9876543210,India,999999999,NO
CUST660,,-10,invalidmail,INVALID_PHONE,UnknownCountry,-1000,NO
CUST661,Alice,25,mike949@company.com,9876543210,UnknownCountry,999999999,NO
CUST662,John,25,mike246@gmail.com,9876543210,India,999999999,NO
CUST663,,200,emma709@gmail.com,9876543210,,-1000,NO
CUST664,,Twenty,mike323@yahoo.com,123,India,70000,NO
CUST665,,-10,alice514@gmail.com,9876543210,UnknownCountry,999999999,NO
CUST666,,-10,emma290@company.com,9876543210,India,70000,NO
CUST667,Alice,35,david507@yahoo.com,9876543210,India,999999999,NO
CUST668,,25,alice434@gmail.com,INVALID_PHONE,,-1000,NO
CUST669,,25,alice254@yahoo.com,9876543210,India,70000,NO
CUST670,David,-10,emma425@company.com,123,,999999999,NO
CUST671,David,-10,sara487@yahoo.com,9876543210,India,70000,NO
CUST672,,35,john948@yahoo.com,INVALID_PHONE,USA,-1000,NO
CUST673,,200,emma403@company.com,123,UnknownCountry,50000,NO
CUST674,David,25,john316@yahoo.com,INVALID_PHONE,India,70000,NO
CUST675,John,200,alice588@gmail.com,INVALID_PHONE,India,70000,NO
CUST676,,25,emma456@company.com,123,India,70000,NO
CUST677,,-10,sara622@company.com,123,USA,-1000,NO
CUST678,John,25,david349@yahoo.com,9876543210,UnknownCountry,999999999,NO
CUST679,David,200,emma833@gmail.com,9876543210,UnknownCountry,70000,NO
CUST680,David,25,alice68@gmail.com,INVALID_PHONE,India,-1000,YES
CUST681,Alice,25,sara174@yahoo.com,9876543210,,-1000,NO
CUST682,John,200,alice172@gmail.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST683,John,200,john196@company.com,INVALID_PHONE,,-1000,NO
CUST684,David,25,mike783@yahoo.com,9876543210,,50000,NO
CUST685,,-10,mike188@company.com,123,India,-1000,NO
CUST686,David,-10,emma102@company.com,9876543210,UnknownCountry,-1000,NO
CUST687,John,35,david799@gmail.com,123,,-1000,NO
CUST688,John,Twenty,john137@gmail.com,9876543210,,70000,NO
CUST689,John,35,david32@yahoo.com,123,UnknownCountry,-1000,NO
CUST690,David,200,john842@gmail.com,9876543210,UnknownCountry,-1000,NO
CUST691,,-10,john714@company.com,123,India,50000,NO
CUST692,,Twenty,sara273@yahoo.com,9876543210,UnknownCountry,50000,NO
CUST693,Alice,Twenty,alice647@company.com,9876543210,,-1000,NO
CUST694,John,-10,emma358@yahoo.com,9876543210,,50000,NO
CUST695,,35,mike3@company.com,INVALID_PHONE,,70000,NO
CUST696,John,Twenty,mike962@yahoo.com,123,USA,70000,NO
CUST697,John,25,sara894@yahoo.com,INVALID_PHONE,,-1000,NO
CUST698,,35,john518@company.com,INVALID_PHONE,India,-1000,NO
CUST699,John,-10,mike267@yahoo.com,INVALID_PHONE,USA,70000,NO
CUST700,,200,john974@gmail.com,9876543210,India,70000,NO
CUST701,Alice,-10,david283@company.com,123,India,50000,NO
CUST702,,35,mike654@gmail.com,INVALID_PHONE,USA,70000,NO
CUST703,David,-10,john98@gmail.com,123,India,-1000,NO
CUST704,David,200,mike655@yahoo.com,123,UnknownCountry,50000,NO
CUST705,David,25,emma748@yahoo.com,INVALID_PHONE,India,70000,NO
CUST706,John,Twenty,david209@yahoo.com,9876543210,,999999999,NO
CUST707,John,Twenty,sara525@gmail.com,9876543210,UnknownCountry,50000,NO
CUST708,David,-10,john982@yahoo.com,123,UnknownCountry,-1000,NO
CUST709,Alice,-10,alice282@company.com,9876543210,UnknownCountry,-1000,NO
CUST710,John,200,sara404@company.com,123,USA,70000,NO
CUST711,John,35,john132@yahoo.com,INVALID_PHONE,India,999999999,NO
CUST712,,-10,john218@gmail.com,INVALID_PHONE,USA,70000,NO
CUST713,Alice,25,alice926@company.com,9876543210,USA,70000,NO
CUST714,Alice,25,john525@gmail.com,INVALID_PHONE,USA,50000,NO
CUST715,,35,alice792@company.com,9876543210,,50000,NO
CUST716,John,Twenty,mike426@yahoo.com,123,India,70000,NO
CUST717,,25,alice111@gmail.com,9876543210,USA,50000,NO
CUST718,David,200,emma605@yahoo.com,123,,70000,NO
CUST719,David,35,alice227@company.com,INVALID_PHONE,,70000,NO
CUST100,,25,missingdomain@,9876543210,India,999999999,YES
CUST721,,200,david86@gmail.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST722,David,25,emma832@yahoo.com,INVALID_PHONE,India,-1000,NO
CUST723,John,Twenty,sara48@company.com,INVALID_PHONE,,999999999,NO
CUST724,David,35,alice542@yahoo.com,INVALID_PHONE,,999999999,NO
CUST725,,25,alice96@company.com,9876543210,,70000,NO
CUST726,Alice,25,john981@gmail.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST727,Alice,35,john662@gmail.com,123,UnknownCountry,50000,NO
CUST728,Alice,-10,john288@yahoo.com,123,India,50000,NO
CUST729,,200,david824@gmail.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST730,,200,emma605@company.com,123,India,-1000,NO
CUST731,David,Twenty,emma609@yahoo.com,INVALID_PHONE,USA,70000,NO
CUST732,,-10,david688@gmail.com,9876543210,,999999999,NO
CUST733,,-10,sara963@gmail.com,9876543210,USA,50000,NO
CUST734,,200,sara605@yahoo.com,INVALID_PHONE,India,999999999,NO
CUST735,Alice,-10,david903@company.com,9876543210,India,50000,NO
CUST736,Alice,35,mike707@gmail.com,INVALID_PHONE,India,999999999,NO
CUST737,David,-10,david584@yahoo.com,INVALID_PHONE,,999999999,NO
CUST738,John,200,david529@gmail.com,123,India,70000,NO
CUST739,,-10,david23@gmail.com,123,USA,-1000,NO
CUST740,Alice,200,emma957@yahoo.com,INVALID_PHONE,,50000,NO
CUST741,Alice,200,david674@yahoo.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST742,Alice,-10,emma454@gmail.com,9876543210,USA,70000,NO
CUST743,,Twenty,david761@company.com,123,,999999999,NO
CUST744,Alice,200,david893@yahoo.com,123,,70000,NO
CUST745,John,200,mike125@gmail.com,9876543210,India,70000,NO
CUST746,Alice,25,john547@yahoo.com,123,USA,-1000,NO
CUST747,Alice,25,david81@yahoo.com,INVALID_PHONE,USA,-1000,NO
CUST748,,200,emma207@gmail.com,INVALID_PHONE,India,50000,NO
CUST749,John,35,john311@yahoo.com,INVALID_PHONE,,999999999,NO
CUST750,Alice,25,alice82@yahoo.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST751,John,200,john107@yahoo.com,123,India,50000,NO
CUST752,John,200,alice900@yahoo.com,INVALID_PHONE,India,50000,NO
CUST753,John,Twenty,mike964@yahoo.com,9876543210,,999999999,NO
CUST754,David,35,alice861@yahoo.com,123,India,999999999,NO
CUST755,David,-10,david782@yahoo.com,9876543210,,-1000,NO
CUST756,,-10,alice114@gmail.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST757,David,-10,john5@yahoo.com,9876543210,USA,-1000,NO
CUST758,,35,john333@company.com,9876543210,USA,-1000,NO
CUST759,John,-10,mike231@yahoo.com,INVALID_PHONE,India,70000,NO
CUST760,David,-10,mike271@company.com,123,UnknownCountry,70000,YES
CUST761,David,-10,david19@gmail.com,9876543210,USA,-1000,NO
CUST762,John,35,sara86@gmail.com,9876543210,India,50000,NO
CUST763,,200,david444@company.com,123,UnknownCountry,70000,NO
CUST764,John,35,john370@company.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST765,Alice,-10,alice960@yahoo.com,INVALID_PHONE,USA,70000,NO
CUST766,Alice,-10,sara531@yahoo.com,INVALID_PHONE,,999999999,NO
CUST767,Alice,35,mike743@gmail.com,INVALID_PHONE,India,-1000,NO
CUST768,David,Twenty,sara94@company.com,INVALID_PHONE,USA,50000,NO
CUST769,Alice,25,david499@yahoo.com,9876543210,,70000,NO
CUST770,John,25,alice242@company.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST771,,-10,mike453@yahoo.com,9876543210,UnknownCountry,999999999,NO
CUST772,Alice,-10,emma136@gmail.com,9876543210,India,-1000,NO
CUST773,David,200,emma148@gmail.com,123,India,50000,NO
CUST774,,35,mike408@company.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST775,Alice,200,john498@company.com,9876543210,USA,999999999,NO
CUST776,,35,sara501@gmail.com,9876543210,UnknownCountry,50000,NO
CUST777,Alice,200,sara880@yahoo.com,INVALID_PHONE,,999999999,NO
CUST778,David,-10,david456@company.com,9876543210,UnknownCountry,999999999,NO
CUST779,David,-10,mike752@gmail.com,9876543210,UnknownCountry,-1000,NO
CUST780,,25,test@@gmail.com,9876543210,USA,-1000,NO
CUST781,John,Twenty,sara613@gmail.com,123,UnknownCountry,70000,NO
CUST782,,25,emma307@company.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST783,,200,alice921@yahoo.com,9876543210,USA,50000,NO
CUST784,Alice,35,john419@company.com,INVALID_PHONE,,50000,NO
CUST785,,-10,sara544@yahoo.com,9876543210,UnknownCountry,-1000,NO
CUST786,Alice,35,john931@yahoo.com,123,,-1000,NO
CUST787,John,200,emma500@yahoo.com,9876543210,India,999999999,NO
CUST788,John,25,emma90@company.com,123,India,999999999,NO
CUST789,John,25,alice157@gmail.com,123,,70000,NO
CUST790,,35,alice180@gmail.com,9876543210,UnknownCountry,70000,NO
CUST791,,25,alice330@gmail.com,123,UnknownCountry,70000,NO
CUST792,Alice,200,emma373@gmail.com,123,India,-1000,NO
CUST793,Alice,25,mike157@company.com,INVALID_PHONE,,999999999,NO
CUST794,Alice,-10,mike690@company.com,123,,-1000,NO
